	GW3005	GW3010	GW3014	GW3018	GW3030	GW3047	GW3065	GW3068	GW3074	GW3077	GW3078	GW3092	GW3107	GW3108	GW3119	GW3122	GW3123	GW3124	GW3125	GW3127	GW3134	GW3145	GW3217	GW3232	GW3233	GW3234	GW3236	GW3240	GW3246	GW3248	GW3250	GW3257	GW3263	GW3265	GW3294	GW3314	GW3320	GW3364	GW3387	GW3389	GW3390	GW3398	GW3405	GW3406	GW3407	GW3409	GW3410	GW3413	GW3415	GW3420	GW3430	GW3434	GW3443	GW3448	GW3479	GW3487	GW3488	GW3490	GW3491	GW3496	GW3523	GW3528	GW3543	GW3574	GW3576	GW3582	GW4082	GW4094	GW4109	GW4146	GW4147	GW4187	GW4191	GW4193	GW4194	GW4229	GW4246	GW4249	GW4253	GW4283	GW4284	GW4285	GW4286	GW4293	GW4298	GW4299	GW4301	GW4305	GW4310	GW4339	GW4340	GW4374	GW4377	GW4409	GW4420	GW4431	GW4433	GW4434	GW4436	GW4439	GW4440	GW4476	GW4507	GW5796	GW5831	GW5850	GW5854	GW5871	GW5876	GW5878	GW5888	GW5889	GW5894	GW5907	GW5910	GW5915	GW5926	GW5930	GW5936	GW5943	GW5967	GW5970	GW5971	GW5973	GW5998	GW6015	GW6016	GW6018	GW6026	GW6053	GW6084	GW6087	GW6100	GW6114	GW6134	GW6139	GW6141	GW6169	GW6176	GW6186	GW6193	GW6197	GW6198	GW6202
ASV_31	0	201	93	66	0	105	0	83	97	189	94	10	172	126	0	0	85	0	176	39	89	129	63	0	0	0	38	0	0	0	13	0	0	0	0	10	0	32	13	19	0	51	48	0	34	64	98	106	227	83	0	0	0	26	36	0	0	18	0	4	134	0	0	23	44	33	0	475	118	74	132	147	0	0	0	350	256	542	699	49	0	664	8	270	112	396	302	859	147	176	690	0	1789	477	1070	11	32	342	258	215	287	556	934	210	0	0	85	0	17	0	0	26	20	0	0	0	41	0	849	116	0	63	27	0	62	0	4	130	9	109	0	49	67	0	0	0	0	177	205	0	0	0	0	0
ASV_32	0	960	128	58	0	0	0	36	14	44	0	0	136	30	0	0	35	0	0	0	0	0	0	121	52	38	157	1371	0	0	0	0	0	0	0	0	254	0	336	2125	438	0	0	0	0	14	22	0	496	23	0	0	0	743	0	0	55	0	0	0	0	50	0	37	85	0	0	0	0	0	0	0	0	0	9	22	10	30	63	0	0	57	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	39	0	232	113	839	0	0	71	25	236	72	806	47	0	0	172	1407	0	9	5	22	0	212	0	0	0	0	95	92	0	0	0	28	86	396	29	656	1393	0	205	1282	969
ASV_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1293	1191	443	0	171	35	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	233	5	0	0	0	0	4745	0	0	0	0	0	38	0	1376	690	1237	0	0	0	0	0	0	0	0	271	43	0	195	1462	22	29	0	121	20	0	104	0	0	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	242	6	0	454	0	0	49	0	277	0	0	0	0	0	0	0	0	0	0	0	0	179	49	0
ASV_34	0	2652	367	101	0	10	0	15	12	21	8	0	115	79	0	0	96	0	45	6	3	10	12	94	16	155	1522	197	28	65	202	0	0	0	22	0	145	28	728	313	142	0	0	0	0	0	27	22	902	55	0	0	7	1838	0	16	465	80	0	0	12	66	0	17	77	0	0	0	0	11	0	11	0	0	0	55	15	67	68	0	0	69	0	56	4	0	0	19	20	0	0	0	0	0	70	0	0	27	20	49	23	0	0	0	264	42	38	0	23	12	29	50	0	627	33	0	0	0	217	13	0	18	0	0	44	0	32	128	0	540	251	34	0	0	0	217	120	17	722	103	0	0	45	198
ASV_35	0	74	40	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	120	26	0	81	164	128	79	1869	0	0	0	105	0	1282	14	79	262	429	66	0	0	22	45	31	60	194	42	0	0	0	683	35	0	59	76	0	17	0	763	223	747	432	721	0	0	0	33	0	0	0	0	0	0	0	49	117	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	23	0	0	32	0	0	0	21	29	38	648	544	57	5	0	0	0	262	0	425	266	0	0	23	544	20	0	0	0	0	54	0	0	0	0	0	0	298	0	0	38	65	94	0	424	1214	0	51	213	320
ASV_36	5597	2266	374	0	1227	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	928	363	193	0	0	0	1869	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	11	0	0	67	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	20	0	0
ASV_37	0	264	139	97	0	145	68	290	255	275	150	0	300	185	0	0	174	0	285	314	341	228	0	0	44	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	92	0	58	97	141	115	279	108	0	0	0	62	78	0	0	0	5	0	98	0	0	0	79	49	0	470	152	64	110	123	0	0	0	436	223	292	481	0	0	603	0	208	161	288	227	804	0	124	682	0	377	177	252	0	0	76	0	110	0	96	367	238	0	0	114	0	0	0	0	0	0	0	0	0	0	0	884	0	0	102	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0
ASV_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	17	45	2053	42	0	0	0	0	1211	0	0	0	0	0	7366	0	0	0	0	0	0	0	0	0	0	0	0	12	51	0	0	0	0	0
ASV_39	0	0	0	0	0	17	6	0	0	1338	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6550	1059	0	17	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	56	0	0	0	55	337	27	259	31	90	1190	17	537	0	0	33	47	2	0	0	0	0	8	0	0	0	0	9	22	0	0	25	0	0	1042	0	0	0
ASV_40	923	257	52	290	449	24	13	0	0	450	0	0	375	77	0	0	46	0	0	21	0	0	0	0	0	0	634	0	0	0	104	0	0	0	0	29	0	0	0	38	0	0	35	0	194	118	64	343	28	821	0	0	0	0	0	0	0	0	0	0	0	0	0	47	62	355	0	548	0	0	0	0	0	147	0	124	0	0	100	0	0	0	0	0	0	0	0	230	0	0	0	0	2404	0	37	17	0	0	0	0	67	0	0	0	373	0	0	0	96	0	0	0	0	64	925	0	0	0	58	0	0	0	0	0	0	0	0	0	0	378	0	26	70	0	0	0	658	0	62	0	0	24	0	0
ASV_41	0	385	238	120	0	427	40	144	152	183	112	58	236	212	0	0	85	0	163	111	137	208	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	177	79	103	0	0	0	0	180	127	140	253	0	0	117	0	108	57	222	107	592	117	79	585	0	463	128	564	0	64	247	143	215	151	294	498	369	0	0	102	0	107	27	47	119	73	28	101	0	0	33	759	251	0	315	98	55	230	0	0	0	0	130	0	0	70	0	0	0	0	0	72	0	0	0	0	0
ASV_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0
ASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	1051	382	0	156	61	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	749	0	13	0	0	0	16	8	1178	465	1204	0	0	0	0	0	0	0	15	174	32	0	75	1147	9	47	30	252	10	0	65	0	0	0	0	0	0	0	0	0	0	0	0	1144	0	0	0	0	768	15	3	1058	0	0	77	0	346	0	0	0	0	0	0	0	0	5	0	0	0	295	45	0
ASV_44	795	168	24	0	458	9	0	0	0	0	0	0	0	0	83	52	0	737	0	0	19	5	0	0	0	0	0	0	0	0	0	89	62	212	265	104	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	485	0	162	15	7	0	0	97	0	0	0	0	0	1950	241	290	0	0	0	0	1692	174	164	147	0	0	81	0	0	0	0	11	113	66	0	80	394	0	21	16	50	10	0	84	4	5	0	0	0	0	0	4	0	0	0	0	347	0	0	0	0	183	0	0	269	0	281	49	18	423	38	0	28	0	0	0	0	0	0	0	0	0	28	0	0
ASV_45	0	0	10946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	1399	472	48	3	1006	7	0	0	0	0	0	0	0	0	478	15	19	90	11	0	0	0	0	0	0	0	0	0	0	0	0	51	34	149	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	89	10	0	5	0	35	0	0	0	0	0	64	199	358	354	0	0	0	2953	218	398	197	0	0	0	0	0	0	0	0	50	0	0	90	496	9	15	22	124	11	16	23	10	0	0	0	0	26	0	0	7	0	0	0	268	0	0	105	4	224	15	0	227	0	14	30	4	85	18	2	28	0	5	5	0	0	0	0	0	0	134	11	0
ASV_47	0	0	0	0	0	0	176	0	0	0	0	23	0	0	0	0	0	0	0	0	34	0	559	0	0	0	49	0	0	17	81	0	0	0	30	0	25	0	0	34	0	0	0	0	54	32	67	35	45	28	0	0	0	66	0	64	0	117	0	79	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	52	294	0	0	18	0	0	21	856	0	0	1217	0	113	0	12	0	35	0	4096	20	35	75	0	0	0	0	34	48	0	0	0	0	0	21	0	345	0	0	0	0	0	30	0	15	11	0	0	0	0	0	0	275	0	62	0	156	970	0	0	0	119	0	0	0	0	0
ASV_48	674	166	35	0	0	0	0	0	0	0	0	0	0	0	242	428	146	121	77	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	466	614	763	34	0	0	0	1384	342	325	300	0	0	0	0	0	0	0	0	135	0	0	60	840	0	24	33	158	0	0	68	0	0	0	0	0	0	0	4	0	0	0	0	380	0	0	0	0	425	20	0	576	0	0	67	0	258	0	0	0	0	0	0	0	0	0	0	0	0	111	50	0
ASV_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	25	175	176	69	0	80	11	80	80	122	64	21	240	83	0	0	74	0	206	89	194	173	0	0	0	5	33	0	6	0	37	0	0	0	0	0	0	41	0	28	0	63	74	9	36	42	155	146	280	76	0	0	0	22	37	10	0	0	0	0	69	0	8	20	49	37	0	608	193	114	174	156	6	0	3	155	180	247	381	26	5	260	0	130	108	256	165	277	56	83	312	0	520	127	114	0	0	38	14	33	20	126	116	145	0	0	37	0	0	0	0	0	0	0	0	0	37	7	296	123	0	68	13	5	52	0	0	21	0	83	0	20	28	0	0	0	0	90	54	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4947	4283	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	62	86	0	19	115	83	0	0	710	0	0	0	0	0	744	0	73	153	191	0	47	0	0	0	66	0	0	0	0	84	0	152	0	11	0	95	0	0	0	112	55	373	212	217	0	0	10	0	0	0	0	0	0	48	0	0	119	0	0	24	0	0	0	0	0	0	13	9	56	0	0	14	0	0	0	0	0	0	31	0	0	0	343	573	47	0	0	0	21	0	0	236	98	0	0	0	1096	0	46	147	142	0	464	0	6	56	7	117	65	0	0	0	0	0	0	0	91	814	0	66	196	345
ASV_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	434	135	578	67	10	0	0	0	0	0	0	0	0	0	0	0	144	0	197	252	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	133	29	0	0	0	216	0	0	0	0	0	891	0	0	0	0	0	11	0	774	372	911	0	0	140	0	16	0	0	0	130	44	0	63	616	20	9	52	64	10	8	73	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	63	0	249	0	0	152	0	158	133	16	207	40	0	0	0	4	7	0	0	0	0	0	0	169	43	0
ASV_55	0	193	204	78	0	94	7	46	98	90	41	17	123	28	0	0	50	0	83	48	46	130	63	0	0	0	0	0	0	0	8	0	0	5	9	0	0	33	16	12	0	0	24	0	14	14	23	25	66	18	0	0	0	0	14	0	0	0	0	0	9	0	11	8	8	9	0	116	58	23	49	59	0	0	0	101	153	166	233	0	0	109	0	73	53	133	63	167	46	38	152	0	461	139	355	0	12	117	129	88	121	334	429	335	15	0	122	3	51	10	8	55	16	53	4	13	47	26	779	193	0	155	68	7	115	0	0	73	0	127	0	76	91	21	0	0	0	111	50	5	0	0	0	0
ASV_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	2034	35	83	0	0	0	1679	246	3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	50	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0
ASV_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	184	0	283	412	0	574	1263	140	908	0	698	0	0	0	0	0	0	0	1048	0	0	0	0	0	232	1104	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	27	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	29	0	0	0	0	0	0	0	0	0	0	0
ASV_58	0	77	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	27	31	40	0	0	0	0	0	0	0	0	0	0	99	34	38	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	390	109	0	0	0	0	0	0	98	81	0	25	103	4204	0	80	150	145	20	243	0	0	0	0	0	0	0	0	0	0	0	44	0	328	750	0	82	157	100
ASV_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	262	35	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	1850	0	0	0	0	0	0	0	94	36	161	0	0	0	0	0	0	0	0	41	0	0	0	701	0	0	0	78	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1051	0	0	0	0	879	0	0	492	0	0	108	0	740	0	0	0	0	0	0	0	0	0	0	0	0	85	69	0
ASV_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	65	474	0	305	500	25	1958	0	18	0	0	0	0	0	0	0	1865	0	0	0	0	0	1149	694	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	61	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	42	0	10	0	0	0	0	0	0	0	0	0
ASV_61	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1163	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	236	330	86	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	17	0	0	0	0	0	0	0	0	0	0	0	796	913	175	0	0	0	3134	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_62	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7276	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
ASV_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	1388	198	0	0	0	4390	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_65	0	174	81	124	0	75	0	149	232	115	105	19	186	167	0	0	73	0	168	53	105	110	352	0	0	3	52	0	0	0	0	0	0	0	0	0	0	25	29	0	0	9	17	0	0	33	49	30	64	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	166	106	26	65	42	0	0	0	97	108	152	208	16	0	246	0	66	14	64	50	470	26	123	455	0	129	126	147	0	0	15	12	10	46	83	233	80	0	0	89	0	30	0	0	4	0	0	0	0	0	0	513	21	0	90	35	0	89	0	0	0	0	11	0	0	0	12	0	0	0	0	26	0	0	0	0	0
ASV_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5995	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV_68	0	55	0	13	0	0	0	0	0	0	0	0	0	0	405	302	175	506	102	0	0	0	0	0	0	0	0	0	0	0	0	98	103	596	476	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	599	0	0	0	34	0	0	168	0	36	13	0	0	0	114	0	0	0	0	0	398	0	0	30	0	0	0	0	301	153	411	0	0	0	0	0	0	0	25	72	29	0	43	130	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	85	0	143	0	0	0	0	0	39	0	211	28	0	10	0	0	0	0	0	0	0	0	0	88	0	0
ASV_69	685	198	29	0	307	9	0	0	0	0	0	0	0	0	82	142	35	84	0	0	0	0	0	0	0	0	0	0	2	0	10	55	95	561	113	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	95	12	0	0	0	87	0	0	0	0	0	265	131	348	31	0	0	0	1169	104	216	149	0	0	39	0	0	0	0	0	136	0	0	0	276	0	5	0	8	0	0	11	0	0	0	0	0	29	3	0	0	0	0	0	96	0	0	10	0	212	0	0	117	0	70	79	0	79	6	3	0	0	0	0	0	0	0	0	0	0	29	5	0
ASV_70	387	92	33	0	302	0	0	0	0	0	0	0	0	0	108	192	66	192	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	53	66	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	101	0	0	0	0	0	186	226	344	98	0	0	0	1194	291	152	302	0	0	0	0	9	0	0	0	70	30	0	85	225	0	17	0	67	13	0	16	0	8	0	0	0	0	0	0	0	0	0	0	220	0	0	159	0	189	0	0	124	0	247	46	0	185	31	0	16	0	0	0	0	0	0	0	0	0	108	0	0
ASV_71	706	276	52	0	334	6	0	0	0	0	0	0	0	0	140	54	25	151	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	54	79	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	21	0	0	31	0	30	0	4	0	0	75	0	0	0	0	0	134	281	379	182	0	0	0	1779	66	446	113	0	0	0	4	0	0	0	4	93	0	0	7	32	0	0	0	15	0	0	6	0	0	0	0	0	41	0	0	0	0	4	0	7	4	0	0	0	84	0	0	0	0	48	10	0	58	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
ASV_72	0	96	106	62	0	74	0	26	20	87	30	0	86	39	0	0	49	0	79	45	27	57	72	0	0	0	8	0	0	0	9	0	0	0	20	0	0	0	0	17	0	26	28	0	12	18	59	46	160	30	0	0	0	19	0	0	0	0	0	0	29	7	8	0	21	24	0	248	70	35	49	37	0	0	0	11	52	65	116	14	0	150	0	52	53	138	76	101	56	37	125	0	316	48	129	0	6	48	61	47	33	74	189	381	0	0	84	0	34	14	7	69	55	0	0	6	34	9	443	261	0	91	40	0	114	0	0	29	0	18	0	17	9	30	5	0	0	111	45	10	0	4	0	0
ASV_73	181	79	28	0	193	4	0	0	0	0	0	0	0	0	184	261	58	103	37	3	0	0	0	0	0	0	0	0	0	0	0	85	53	180	162	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	112	0	0	140	0	52	9	5	0	0	83	0	0	0	0	0	510	145	204	55	0	0	0	583	106	230	205	2	0	10	0	0	0	0	0	72	5	3	40	229	0	4	13	41	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	377	0	0	23	0	247	0	0	206	0	0	51	0	231	19	0	0	0	0	0	0	0	0	0	0	0	98	0	0
ASV_74	42	3437	127	164	0	0	0	0	0	582	0	0	24	0	0	0	712	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	56	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	16	0	0	0	10	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
